EventName,Casino,Location,Offer,StartDate,EndDate,OfferType
Your Choice Promotion,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Choose either $25 Free Play or 2x Slot Points once per week,2025-11-03T00:00-08:00,2025-11-09T23:59-08:00,Free-Play
Bigfoot Picnic Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Play Monday–Wednesday in November to win prizes and free play; earn 500 points to play, up to 5 laps per week",2025-11-03T00:00-08:00,2025-11-26T23:59-08:00,Free-Play
3 Piece Canister Set Giveaway,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Redeem at Players Club East, Sundays & Mondays in November 10:00–20:00; vouchers void after 20:00",2025-11-03T10:00-08:00,2025-11-03T20:00-08:00,Giveaway
Xtra Rewards Free Play,Legends Casino,"580 Fort Road, Toppenish, WA",$20 Xtra Rewards Free Play each week; valid Monday 10:00 through Sunday 23:59,2025-11-03T10:00-08:00,2025-11-09T23:59-08:00,Free-Play
Touchdown Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Earn up to 12x points if Seahawks score 3+ touchdowns, up to 24x if 6+; activate multiplier 11am–8pm day after games",2025-11-03T11:00-08:00,2025-11-03T20:00-08:00,Point-Based
Cornucopia of Cash,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win up to $1,000 in prizes inside the Cash Cube; drawings every hour",2025-11-03T14:00-08:00,2025-11-03T21:00-08:00,Giveaway
2X Status Points,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn double status points on select Tuesdays & Wednesdays.,2025-11-04T00:00-08:00,2025-11-04T23:59-08:00,Point-Based
Club Lucky Multiplier Tuesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn up to 4x points based on Club Lucky level,2025-11-04T10:00-08:00,2025-11-04T18:00-08:00,Point-Based
Forever Young Tuesdays,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","$7,000 drawings; Crumbl Cookie giveaway for guests 50+ at 10am",2025-11-04T10:00-08:00,2025-11-04T19:00-08:00,Giveaway
Dinner’s Served – Weekly Gift Collection,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Swipe your player’s club card at a kiosk starting at 10:00 to claim a voucher, then exchange it for your free gift at the promotions podium from 12:00–20:00. No points needed. Visit weekly to collect the full set. No gift on November 30.",2025-11-04T10:00-08:00,2025-11-04T20:00-08:00,Giveaway
Level Up Multiplier,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Earn up to 5X points on gaming machines or table games.,2025-11-04T10:00-08:00,2025-11-04T20:00-08:00,Point-Based
Kitchenware Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up Le Cuisinier kitchenware gifts. One per person while supplies last.,2025-11-04T12:00-08:00,2025-11-04T20:00-08:00,Giveaway
Winning Colors,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Choose the winning colors for a chance to win $500 cash every 30 minutes and $10 free play if your color wins.,2025-11-04T18:00-08:00,2025-11-04T21:00-08:00,Giveaway
2X Status Points,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn double status points on select Tuesdays & Wednesdays.,2025-11-05T00:00-08:00,2025-11-05T23:59-08:00,Point-Based
Wearable Wednesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn 50 base points for a free wearable,2025-11-05T10:00-08:00,2025-11-05T20:00-08:00,Giveaway
"Gobble, Roll & Score Wednesdays",Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of $27,000 in drawings every hour",2025-11-05T12:00-08:00,2025-11-05T20:00-08:00,Offer
Kitchenware Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up Le Cuisinier kitchenware gifts. One per person while supplies last.,2025-11-05T12:00-08:00,2025-11-05T20:00-08:00,Giveaway
Elixir of Fortune,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win your share of over $300,000 in cash and free play. 6 winners every hour.",2025-11-05T17:00-08:00,2025-11-05T21:00-08:00,Giveaway
November to Remember Drawings,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win a year of mortgage, gas, groceries, or car payments; over $100,000 in cash prizes; Plinko game; one free entry + 1 extra per 500 base points; 3x entries Fri–Sun",2025-11-05T18:00-08:00,2025-11-05T18:00-08:00,Giveaway
Full Beaver Moon 10X Points,Legends Casino,"580 Fort Road, Toppenish, WA",Earn 10X points using your rewards card during the Full Beaver Moon event,2025-11-05T18:00-08:00,2025-11-05T23:59-08:00,Point-Based
Stuff Your Points Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 12x points; swipe card at promo kiosk,2025-11-06T00:00-08:00,2025-11-06T23:59-08:00,Point-Based
Entry Multiplier Thursday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn multiple entries per status point toward the Toyota Tundra Sweepstakes.,2025-11-06T00:00-08:00,2025-11-06T23:59-08:00,Giveaway
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-06T06:00-08:00,2025-11-08T05:59-08:00,Free-Play
Holiday Bakeware Gift Series - 2-Quart Rectangular Baking Dish,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Claim your gift by swiping your Muckleshoot Rewards card at any promotions kiosk during distribution date and time. Limit one gift per guest while supplies last.,2025-11-06T12:00-08:00,2025-11-06T21:00-08:00,Giveaway
Savvy Kitchen Essentials Week 1,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Gift collection event – Visit Sunday or Thursday to collect Week 1 item (no point earning needed),2025-11-06T13:00-08:00,2025-11-06T21:00-08:00,Giveaway
Moolah-La Cast Prizes,Legends Casino,"580 Fort Road, Toppenish, WA","Every Thursday 18:00–21:00 one hourly winner can multiply their $1,000 prize up to $6,000; revealing 'O' adds a Royal Ranch steak package",2025-11-06T18:00-08:00,2025-11-06T21:00-08:00,Giveaway
$31 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$31 Lucky Bucks valid one-time,2025-11-07T00:00-08:00,2025-11-09T23:59-08:00,Free-Play
Black Friday Build-Up,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 2,000 points to play for electronics, gift cards, and free play; valid Fridays in November",2025-11-07T08:00-08:00,2025-11-07T23:59-08:00,Giveaway
Holiday Bakeware Gift Series - 2-Quart Rectangular Baking Dish,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Claim your gift by swiping your Muckleshoot Rewards card at any promotions kiosk during distribution date and time. Limit one gift per guest while supplies last.,2025-11-07T10:00-08:00,2025-11-07T14:00-08:00,Giveaway
Free Play Offer,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 Friday bonus,2025-11-07T10:00-08:00,2025-11-07T23:59-08:00,Free-Play
Fall Into Cash,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win up to $500,000 in prizes; drawings every 30 minutes",2025-11-07T12:00-08:00,2025-11-07T20:00-08:00,Giveaway
Hot-sons Hot Seat Drawings (Fridays),Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Win $250 slot free play and 250 bonus entries into the Fall Into Fortune grand prize drawing.,2025-11-07T14:00-08:00,2025-11-07T17:00-08:00,Giveaway
75 Lucky Winners Weekly Drawing,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Fridays in November, 16:00–22:00, play slots to qualify",2025-11-07T16:00-08:00,2025-11-07T22:00-08:00,Giveaway
Lucky Leaves Game Fridays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Drawings up to $5,000 Lucky Bucks",2025-11-07T18:00-08:00,2025-11-07T21:00-08:00,Free-Play
$8 Free Play Offer,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Valid one time between November 8–14, 2025.",2025-11-08T07:00-08:00,2025-11-14T23:59-08:00,Free-Play
Guaranteed Winner Free Play Event,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Up to 125 winners will receive $1,000 in free play.",2025-11-08T10:00-08:00,2025-11-08T22:00-08:00,Free-Play
Free Play Offer,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 free play Saturday–Thursday Nov 8–Nov 13,2025-11-08T10:00-08:00,2025-11-13T23:59-08:00,Free-Play
Friendsgiving Hot Seats,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",Win $250 free play; friends beside you win $50 free play,2025-11-08T12:00-08:00,2025-11-08T18:00-08:00,Giveaway
Fall Into Cash,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win up to $500,000 in prizes; drawings every 30 minutes",2025-11-08T12:00-08:00,2025-11-08T20:00-08:00,Giveaway
Holiday Turkey or Ham Voucher,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$20 gift voucher for turkey or ham redemption at participating stores.,2025-11-08T12:00-08:00,2025-11-08T20:00-08:00,Giveaway
Hot-sons Hot Seat Drawings (Saturdays),Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Win $250 slot free play and 250 bonus entries into the Fall Into Fortune grand prize drawing.,2025-11-08T14:00-08:00,2025-11-08T17:00-08:00,Giveaway
Jackpot 777 Drawings,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win a share of $12,000; $2,000 at 2pm, $4,000 at 4pm, $6,000 at 6pm",2025-11-08T14:00-08:00,2025-11-08T18:00-08:00,Offer
Club Lucky Drawings Saturdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Cash hot seat drawings and bonus drawings,2025-11-08T18:00-08:00,2025-11-08T21:00-08:00,Giveaway
Exclusive Weekly Offer,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",$25 free play or dining credit (valid once per promotional week upon activation),2025-11-09T00:00-08:00,2025-11-15T23:59-08:00,Free-Play
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-09T06:00-08:00,2025-11-11T05:59-08:00,Free-Play
Bonus Free Play Giveaway,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Guaranteed free play for all participants. Activate prize at any gaming machine.,2025-11-09T09:00-08:00,2025-11-09T21:00-08:00,Giveaway
Winners' Brunch,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Exclusive brunch for winners; Invitation for two with reservation required,2025-11-09T10:00-08:00,2025-11-09T11:30-08:00,Special-Events
3 Piece Canister Set Giveaway,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Redeem at Players Club East, Sundays & Mondays in November 10:00–20:00; vouchers void after 20:00",2025-11-09T10:00-08:00,2025-11-09T20:00-08:00,Giveaway
Dinner’s Served – Weekly Gift Collection,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Swipe your player’s club card at a kiosk starting at 10:00 to claim a voucher, then exchange it for your free gift at the promotions podium from 12:00–20:00. No points needed. Visit weekly to collect the full set. No gift on November 30.",2025-11-09T10:00-08:00,2025-11-09T20:00-08:00,Giveaway
Winners' Celebration,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Chance to win a share of $50,000 in cash & prizes; $1,000 Promo Play Hot Seats every 20 minutes; $35,000 Grand Prize Drawing",2025-11-09T12:00-08:00,2025-11-09T17:00-08:00,Giveaway
Kitchen Gadgets Gifting Sundays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Free kitchen gadget gift each week,2025-11-09T12:00-08:00,2025-11-09T18:00-08:00,Giveaway
Savvy Kitchen Essentials Week 2,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Gift collection event – Visit Sunday or Thursday to collect Week 2 item (no point earning needed),2025-11-09T13:00-08:00,2025-11-09T21:00-08:00,Giveaway
Entry Multiplier Monday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn multiple entries per status point toward the Toyota Tundra Sweepstakes.,2025-11-10T00:00-08:00,2025-11-10T23:59-08:00,Giveaway
$30 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$30 Lucky Bucks valid one-time,2025-11-10T00:00-08:00,2025-11-13T23:59-08:00,Free-Play
$15 Off Food,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",$15 off food once per week,2025-11-10T00:00-08:00,2025-11-13T23:59-08:00,Hospitality-Rewards
Free Play Offer,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",$15 Free Play each week,2025-11-10T00:00-08:00,2025-11-16T23:59-08:00,Free-Play
Your Choice Promotion,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Choose either $25 Free Play or 2x Slot Points once per week,2025-11-10T00:00-08:00,2025-11-16T23:59-08:00,Free-Play
3 Piece Canister Set Giveaway,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Redeem at Players Club East, Sundays & Mondays in November 10:00–20:00; vouchers void after 20:00",2025-11-10T10:00-08:00,2025-11-10T20:00-08:00,Giveaway
Xtra Rewards Free Play,Legends Casino,"580 Fort Road, Toppenish, WA",$20 Xtra Rewards Free Play each week; valid Monday 10:00 through Sunday 23:59,2025-11-10T10:00-08:00,2025-11-16T23:59-08:00,Free-Play
Touchdown Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Earn up to 12x points if Seahawks score 3+ touchdowns, up to 24x if 6+; activate multiplier 11am–8pm day after games",2025-11-10T11:00-08:00,2025-11-10T20:00-08:00,Point-Based
2X Rewards Dollars,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn double rewards dollars on select Tuesdays & Wednesdays.,2025-11-11T00:00-08:00,2025-11-11T23:59-08:00,Hospitality-Rewards
Veterans Day Pin Giveaway,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",All guests eligible for free Veterans Day pin at Players Club while supplies last,2025-11-11T08:00-08:00,2025-11-11T20:00-08:00,Giveaway
Club Lucky Multiplier Tuesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn up to 4x points based on Club Lucky level,2025-11-11T10:00-08:00,2025-11-11T18:00-08:00,Point-Based
Forever Young Tuesdays,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","$7,000 drawings; Crumbl Cookie giveaway for guests 50+ at 10am",2025-11-11T10:00-08:00,2025-11-11T19:00-08:00,Giveaway
Dinner’s Served – Weekly Gift Collection,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Swipe your player’s club card at a kiosk starting at 10:00 to claim a voucher, then exchange it for your free gift at the promotions podium from 12:00–20:00. No points needed. Visit weekly to collect the full set. No gift on November 30.",2025-11-11T10:00-08:00,2025-11-11T20:00-08:00,Giveaway
Random November Giveaway,Legends Casino,"580 Fort Road, Toppenish, WA",Random promotion; must be actively gaming on a slot machine with your rewards card to be eligible,2025-11-11T12:00-08:00,2025-11-11T20:00-08:00,Giveaway
Kitchenware Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up Le Cuisinier kitchenware gifts. One per person while supplies last.,2025-11-11T12:00-08:00,2025-11-11T20:00-08:00,Giveaway
Winning Colors,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Choose the winning colors for a chance to win $500 cash every 30 minutes and $10 free play if your color wins.,2025-11-11T18:00-08:00,2025-11-11T21:00-08:00,Giveaway
2X Rewards Dollars,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn double rewards dollars on select Tuesdays & Wednesdays.,2025-11-12T00:00-08:00,2025-11-12T23:59-08:00,Hospitality-Rewards
Wearable Wednesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn 50 base points for a free wearable,2025-11-12T10:00-08:00,2025-11-12T20:00-08:00,Giveaway
"Gobble, Roll & Score Wednesdays",Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of $27,000 in drawings every hour",2025-11-12T12:00-08:00,2025-11-12T20:00-08:00,Offer
Kitchenware Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up Le Cuisinier kitchenware gifts. One per person while supplies last.,2025-11-12T12:00-08:00,2025-11-12T20:00-08:00,Giveaway
Elixir of Fortune,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win your share of over $300,000 in cash and free play. 6 winners every hour.",2025-11-12T17:00-08:00,2025-11-12T21:00-08:00,Giveaway
November to Remember Drawings,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win a year of mortgage, gas, groceries, or car payments; over $100,000 in cash prizes; Plinko game; one free entry + 1 extra per 500 base points; 3x entries Fri–Sun",2025-11-12T18:00-08:00,2025-11-12T18:00-08:00,Giveaway
Stuff Your Points Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 12x points; swipe card at promo kiosk,2025-11-13T00:00-08:00,2025-11-13T23:59-08:00,Point-Based
Entry Multiplier Thursday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn multiple entries per status point toward the Toyota Tundra Sweepstakes.,2025-11-13T00:00-08:00,2025-11-13T23:59-08:00,Giveaway
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-13T06:00-08:00,2025-11-14T05:59-08:00,Free-Play
Holiday Bakeware Gift Series - Dutch Oven with Lid,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Claim your gift by swiping your Muckleshoot Rewards card at any promotions kiosk during distribution date and time. Limit one gift per guest while supplies last.,2025-11-13T12:00-08:00,2025-11-13T21:00-08:00,Giveaway
Members Only Slot Tournament,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win your share of $10,000; RSVP required at 800-760-7977",2025-11-13T13:00-08:00,2025-11-13T16:00-08:00,Special-Events
Savvy Kitchen Essentials Week 2,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Gift collection event – Visit Sunday or Thursday to collect Week 2 item (no point earning needed),2025-11-13T13:00-08:00,2025-11-13T21:00-08:00,Giveaway
Moolah-La Cast Prizes,Legends Casino,"580 Fort Road, Toppenish, WA","Every Thursday 18:00–21:00 one hourly winner can multiply their $1,000 prize up to $6,000; revealing 'O' adds a Royal Ranch steak package",2025-11-13T18:00-08:00,2025-11-13T21:00-08:00,Giveaway
$30 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$30 Lucky Bucks valid one-time,2025-11-14T00:00-08:00,2025-11-16T23:59-08:00,Free-Play
Santa's Workshop,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","play to reveal your bonus — win up to $5,000 in slot play; guaranteed $60 slot play",2025-11-14T06:00-08:00,2025-11-15T05:59-08:00,Free-Play
Black Friday Build-Up,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 2,000 points to play for electronics, gift cards, and free play; valid Fridays in November",2025-11-14T08:00-08:00,2025-11-14T23:59-08:00,Giveaway
Play & Win Kiosk Game,Legends Casino,"580 Fort Road, Toppenish, WA",Earn 100 points per game to play and win Xtra Rewards; 3 games available,2025-11-14T09:00-08:00,2025-11-14T23:59-08:00,Free-Play
Holiday Bakeware Gift Series - Dutch Oven with Lid,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Claim your gift by swiping your Muckleshoot Rewards card at any promotions kiosk during distribution date and time. Limit one gift per guest while supplies last.,2025-11-14T10:00-08:00,2025-11-14T14:00-08:00,Giveaway
Free Play Offer,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 Friday bonus,2025-11-14T10:00-08:00,2025-11-14T23:59-08:00,Free-Play
Hot-sons Hot Seat Drawings (Fridays),Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Win $250 slot free play and 250 bonus entries into the Fall Into Fortune grand prize drawing.,2025-11-14T14:00-08:00,2025-11-14T17:00-08:00,Giveaway
75 Lucky Winners Weekly Drawing,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Fridays in November, 16:00–22:00, play slots to qualify",2025-11-14T16:00-08:00,2025-11-14T22:00-08:00,Giveaway
Lucky Leaves Game Fridays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Drawings up to $5,000 Lucky Bucks",2025-11-14T18:00-08:00,2025-11-14T21:00-08:00,Free-Play
Ruby Member Exclusive Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Rewards exclusive kiosk game for Ruby members; win up to $3,000 in food or free play",2025-11-15T00:00-08:00,2025-11-15T23:59-08:00,Free-Play
Holiday Crafts & Ale Festival,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Sip, shop, and savor craft beers, cocktails, wines, and local artisan goods. Free general admission.",2025-11-15T00:00-08:00,2025-11-16T23:59-08:00,Special-Events
$10 Free Play Offer,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Valid one time between November 15–21, 2025.",2025-11-15T07:00-08:00,2025-11-21T23:59-08:00,Free-Play
Free Play Offer,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 free play Saturday–Thursday Nov 15–Nov 20,2025-11-15T10:00-08:00,2025-11-20T23:59-08:00,Free-Play
Holiday Crafts & Ale Festival - Saturday Session One,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Free general admission; VIP beverage garden access for $10; includes $10 in promo play upon entry,2025-11-15T12:00-08:00,2025-11-15T16:00-08:00,Free-Play
Hot-sons Hot Seat Drawings (Saturdays),Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Win $250 slot free play and 250 bonus entries into the Fall Into Fortune grand prize drawing.,2025-11-15T14:00-08:00,2025-11-15T17:00-08:00,Giveaway
"Win Up to $15,000 Cash Drawings",Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","6 winners every hour. Win up to $15,000 in cash.",2025-11-15T16:00-08:00,2025-11-15T21:00-08:00,Giveaway
"$68,000 Holiday Crafts & Ale Festival Giveaway - Saturday",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Win your share of $34,000 in cash and prizes; Activation 5:00pm - 7:40pm; $1,000 promo play hot seats every 20 minutes; $25,000 cash grand prize at 8:00pm in Rock & Brews",2025-11-15T17:00-08:00,2025-11-15T20:00-08:00,Giveaway
Holiday Crafts & Ale Festival - Saturday Session Two,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Free general admission; VIP beverage garden access for $10; includes $10 in promo play upon entry; must be 21+,2025-11-15T17:00-08:00,2025-11-15T21:00-08:00,Free-Play
Club Lucky Drawings Saturdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Cash hot seat drawings and bonus drawings,2025-11-15T18:00-08:00,2025-11-15T21:00-08:00,Giveaway
Exclusive Weekly Offer,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",$25 free play or dining credit (valid once per promotional week upon activation),2025-11-16T00:00-08:00,2025-11-22T23:59-08:00,Free-Play
$20 Dining & Shopping Rewards,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$20 dining & shopping rewards,2025-11-16T00:00-08:00,2025-11-26T23:59-08:00,Hospitality-Rewards
Club Red VIP Rewards (Nov 16–30),Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",$25 Free Play offer valid during this period.,2025-11-16T08:00-08:00,2025-11-30T23:59-08:00,Free-Play
3 Piece Canister Set Giveaway,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Redeem at Players Club East, Sundays & Mondays in November 10:00–20:00; vouchers void after 20:00",2025-11-16T10:00-08:00,2025-11-16T20:00-08:00,Giveaway
Dinner’s Served – Weekly Gift Collection,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Swipe your player’s club card at a kiosk starting at 10:00 to claim a voucher, then exchange it for your free gift at the promotions podium from 12:00–20:00. No points needed. Visit weekly to collect the full set. No gift on November 30.",2025-11-16T10:00-08:00,2025-11-16T20:00-08:00,Giveaway
Holiday Crafts & Ale Festival - Sunday Session,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Free general admission; VIP beverage garden access for $10; includes $10 in promo play upon entry,2025-11-16T12:00-08:00,2025-11-16T17:00-08:00,Free-Play
Kitchen Gadgets Gifting Sundays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Free kitchen gadget gift each week,2025-11-16T12:00-08:00,2025-11-16T18:00-08:00,Giveaway
Savvy Kitchen Essentials Week 3,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Gift collection event – Visit Sunday or Thursday to collect Week 3 item (no point earning needed),2025-11-16T13:00-08:00,2025-11-16T21:00-08:00,Giveaway
"$68,000 Holiday Crafts & Ale Festival Giveaway - Sunday",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Win your share of $34,000 in cash and prizes; Activation 5:00pm - 7:40pm; $1,000 promo play hot seats every 20 minutes; $25,000 cash grand prize at 8:00pm in Rock & Brews",2025-11-16T17:00-08:00,2025-11-16T20:00-08:00,Giveaway
Holiday Tree Lighting,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",,2025-11-16T18:00-08:00,2025-11-16T18:00-08:00,Offer
Holiday Tree Lighting,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Community holiday tree lighting celebration.,2025-11-16T18:00-08:00,2025-11-16T19:00-08:00,Special-Events
Entry Multiplier Monday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn multiple entries per status point toward the Toyota Tundra Sweepstakes.,2025-11-17T00:00-08:00,2025-11-17T23:59-08:00,Giveaway
$30 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$30 Lucky Bucks valid one-time,2025-11-17T00:00-08:00,2025-11-20T23:59-08:00,Free-Play
$15 Off Food,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",$15 off food once per week,2025-11-17T00:00-08:00,2025-11-20T23:59-08:00,Hospitality-Rewards
Free Play Offer,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",$15 Free Play each week,2025-11-17T00:00-08:00,2025-11-23T23:59-08:00,Free-Play
Your Choice Promotion,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Choose either $25 Free Play or 2x Slot Points once per week,2025-11-17T00:00-08:00,2025-11-23T23:59-08:00,Free-Play
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-17T06:00-08:00,2025-11-18T05:59-08:00,Free-Play
3 Piece Canister Set Giveaway,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Redeem at Players Club East, Sundays & Mondays in November 10:00–20:00; vouchers void after 20:00",2025-11-17T10:00-08:00,2025-11-17T20:00-08:00,Giveaway
Xtra Rewards Free Play,Legends Casino,"580 Fort Road, Toppenish, WA",$20 Xtra Rewards Free Play each week; valid Monday 10:00 through Sunday 23:59,2025-11-17T10:00-08:00,2025-11-23T23:59-08:00,Free-Play
Touchdown Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Earn up to 12x points if Seahawks score 3+ touchdowns, up to 24x if 6+; activate multiplier 11am–8pm day after games",2025-11-17T11:00-08:00,2025-11-17T20:00-08:00,Point-Based
